Datetime,YEAR,MO,DY,HR,Temperature,Wind_Speed,Solar_Radiation,Wind_Direction,Humidity,Rainfall,Month,DayOfYear,Hour
2025-06-28 07:00:00,2025,6,28,7,30.17,6.38,676.12,274.3,68.07,9.14,6,179,7
2025-06-28 08:00:00,2025,6,28,8,30.08,6.11,572.88,272.9,68.12,9.84,6,179,8
2025-06-28 09:00:00,2025,6,28,9,29.76,5.68,409.83,269.1,69.65,10.6,6,179,9
2025-06-28 10:00:00,2025,6,28,10,29.19,5.02,237.02,263.8,72.9,9.29,6,179,10
2025-06-28 11:00:00,2025,6,28,11,28.41,4.1,103.53,257.6,77.91,7.63,6,179,11
2025-06-28 12:00:00,2025,6,28,12,27.32,3.29,16.05,252.8,83.28,5.56,6,179,12
2025-06-28 13:00:00,2025,6,28,13,26.48,2.94,0.0,249.9,86.32,3.28,6,179,13
2025-06-28 14:00:00,2025,6,28,14,26.16,2.76,0.0,249.2,87.63,2.39,6,179,14
2025-06-28 15:00:00,2025,6,28,15,25.91,2.65,0.0,251.5,88.47,1.44,6,179,15
2025-06-28 16:00:00,2025,6,28,16,25.75,2.59,0.0,255.2,88.96,0.94,6,179,16
2025-06-28 17:00:00,2025,6,28,17,25.57,2.6,0.0,256.4,89.83,0.94,6,179,17
2025-06-28 18:00:00,2025,6,28,18,25.48,2.71,0.0,254.6,90.22,3.13,6,179,18
2025-06-28 19:00:00,2025,6,28,19,25.39,2.83,0.0,253.4,90.4,6.06,6,179,19
2025-06-28 20:00:00,2025,6,28,20,25.33,3.1,0.0,253.7,90.09,7.15,6,179,20
2025-06-28 21:00:00,2025,6,28,21,25.16,3.28,0.0,257.9,90.07,7.58,6,179,21
2025-06-28 22:00:00,2025,6,28,22,24.95,3.42,0.0,261.8,90.04,7.37,6,179,22
2025-06-28 23:00:00,2025,6,28,23,24.73,3.43,0.0,265.8,90.47,6.38,6,179,23
2025-06-29 00:00:00,2025,6,29,0,24.84,3.53,16.7,274.2,90.23,4.16,6,180,0
2025-06-29 01:00:00,2025,6,29,1,25.52,4.07,54.05,283.7,87.77,4.35,6,180,1
2025-06-29 02:00:00,2025,6,29,2,26.35,4.76,102.85,290.4,84.45,2.31,6,180,2
2025-06-29 03:00:00,2025,6,29,3,27.45,6.27,127.0,292.9,78.34,0.86,6,180,3
2025-06-29 04:00:00,2025,6,29,4,28.56,7.36,192.85,293.3,72.33,0.93,6,180,4
2025-06-29 05:00:00,2025,6,29,5,29.41,7.66,254.57,291.8,68.13,0.99,6,180,5
2025-06-29 06:00:00,2025,6,29,6,29.95,7.55,231.12,288.6,65.14,1.11,6,180,6
2025-06-29 07:00:00,2025,6,29,7,30.34,7.43,264.95,284.2,63.14,1.34,6,180,7
2025-06-29 08:00:00,2025,6,29,8,30.44,7.33,288.25,280.3,62.45,2.27,6,180,8
2025-06-29 09:00:00,2025,6,29,9,30.22,7.06,212.57,277.2,63.28,3.79,6,180,9
2025-06-29 10:00:00,2025,6,29,10,29.57,6.32,138.3,274.0,66.48,5.33,6,180,10
2025-06-29 11:00:00,2025,6,29,11,28.61,5.01,77.0,269.3,72.37,7.7,6,180,11
2025-06-29 12:00:00,2025,6,29,12,27.38,3.62,20.33,262.9,79.99,10.56,6,180,12
2025-06-29 13:00:00,2025,6,29,13,26.39,2.94,0.0,256.8,85.24,10.43,6,180,13
2025-06-29 14:00:00,2025,6,29,14,25.98,2.71,0.0,251.7,88.06,9.39,6,180,14
2025-06-29 15:00:00,2025,6,29,15,25.69,2.85,0.0,251.6,89.86,7.75,6,180,15
2025-06-29 16:00:00,2025,6,29,16,25.47,3.15,0.0,254.6,90.88,8.29,6,180,16
2025-06-29 17:00:00,2025,6,29,17,25.26,3.33,0.0,255.6,91.79,14.63,6,180,17
2025-06-29 18:00:00,2025,6,29,18,25.08,3.33,0.0,256.5,92.29,13.22,6,180,18
2025-06-29 19:00:00,2025,6,29,19,24.92,3.44,0.0,257.9,92.66,10.38,6,180,19
2025-06-29 20:00:00,2025,6,29,20,24.82,3.78,0.0,261.3,92.53,7.25,6,180,20
2025-06-29 21:00:00,2025,6,29,21,24.66,4.06,0.0,262.3,92.26,7.61,6,180,21
2025-06-29 22:00:00,2025,6,29,22,24.44,4.45,0.0,264.5,91.9,11.81,6,180,22
2025-06-29 23:00:00,2025,6,29,23,24.2,5.01,0.0,268.1,91.35,12.91,6,180,23
2025-06-30 00:00:00,2025,6,30,0,24.2,5.6,29.17,268.8,90.25,16.99,6,181,0
2025-06-30 01:00:00,2025,6,30,1,24.92,6.35,119.22,271.4,86.66,16.94,6,181,1
2025-06-30 02:00:00,2025,6,30,2,26.02,7.59,214.7,278.6,79.87,11.64,6,181,2
2025-06-30 03:00:00,2025,6,30,3,27.14,8.47,336.42,282.4,73.05,6.47,6,181,3
2025-06-30 04:00:00,2025,6,30,4,28.01,8.69,470.1,283.8,68.93,4.73,6,181,4
2025-06-30 05:00:00,2025,6,30,5,28.57,8.79,499.35,285.1,66.66,4.0,6,181,5
2025-06-30 06:00:00,2025,6,30,6,28.85,8.6,345.83,286.9,65.86,4.05,6,181,6
2025-06-30 07:00:00,2025,6,30,7,28.88,8.26,338.0,288.3,66.02,6.71,6,181,7
2025-06-30 08:00:00,2025,6,30,8,28.66,7.75,174.62,288.8,67.07,11.02,6,181,8
2025-06-30 09:00:00,2025,6,30,9,28.39,7.02,170.82,285.6,68.9,17.19,6,181,9
2025-06-30 10:00:00,2025,6,30,10,27.9,6.08,105.85,278.1,72.34,23.49,6,181,10
2025-06-30 11:00:00,2025,6,30,11,27.08,5.1,63.7,267.5,78.08,26.5,6,181,11
2025-06-30 12:00:00,2025,6,30,12,25.99,4.66,13.5,259.9,84.17,30.51,6,181,12
2025-06-30 13:00:00,2025,6,30,13,25.27,5.07,0.0,258.5,86.81,41.01,6,181,13
2025-06-30 14:00:00,2025,6,30,14,25.08,5.94,0.0,260.8,87.18,53.33,6,181,14
2025-06-30 15:00:00,2025,6,30,15,24.91,6.58,0.0,265.6,87.28,61.94,6,181,15
2025-06-30 16:00:00,2025,6,30,16,24.77,6.94,0.0,268.9,87.38,65.16,6,181,16
2025-06-30 17:00:00,2025,6,30,17,24.67,6.99,0.0,269.8,87.39,66.56,6,181,17
2025-06-30 18:00:00,2025,6,30,18,24.61,6.93,0.0,269.5,87.59,69.65,6,181,18
2025-06-30 19:00:00,2025,6,30,19,24.57,6.74,0.0,269.2,87.98,72.02,6,181,19
2025-06-30 20:00:00,2025,6,30,20,24.56,6.63,0.0,267.4,88.43,71.62,6,181,20
2025-06-30 21:00:00,2025,6,30,21,24.48,6.26,0.0,263.0,89.46,72.76,6,181,21
2025-06-30 22:00:00,2025,6,30,22,24.39,5.9,0.0,258.4,90.64,73.15,6,181,22
2025-06-30 23:00:00,2025,6,30,23,24.33,5.61,0.0,255.3,91.45,63.12,6,181,23
2025-07-01 00:00:00,2025,7,1,0,24.54,5.77,11.62,254.0,91.36,45.96,7,182,0
2025-07-01 01:00:00,2025,7,1,1,25.26,6.23,44.22,253.9,89.94,29.41,7,182,1
2025-07-01 02:00:00,2025,7,1,2,26.31,6.94,67.68,258.9,86.26,17.58,7,182,2
2025-07-01 03:00:00,2025,7,1,3,27.46,7.7,148.65,263.6,81.35,27.84,7,182,3
2025-07-01 04:00:00,2025,7,1,4,28.33,8.29,169.98,265.2,77.39,17.11,7,182,4
2025-07-01 05:00:00,2025,7,1,5,28.95,8.44,169.95,266.4,74.16,12.28,7,182,5
2025-07-01 06:00:00,2025,7,1,6,29.31,8.33,165.55,266.3,72.13,11.87,7,182,6
2025-07-01 07:00:00,2025,7,1,7,29.37,8.09,162.35,266.7,71.49,12.79,7,182,7
2025-07-01 08:00:00,2025,7,1,8,29.18,7.75,133.1,267.2,72.31,14.4,7,182,8
2025-07-01 09:00:00,2025,7,1,9,28.81,7.39,117.82,266.5,74.47,13.57,7,182,9
2025-07-01 10:00:00,2025,7,1,10,28.23,7.0,100.72,264.2,77.81,11.48,7,182,10
2025-07-01 11:00:00,2025,7,1,11,27.44,6.37,55.2,259.0,82.01,8.11,7,182,11
2025-07-01 12:00:00,2025,7,1,12,26.44,5.89,12.7,254.3,86.24,5.32,7,182,12
2025-07-01 13:00:00,2025,7,1,13,25.61,6.25,0.0,253.2,88.57,6.79,7,182,13
2025-07-01 14:00:00,2025,7,1,14,25.15,6.44,0.0,252.0,89.84,7.59,7,182,14
2025-07-01 15:00:00,2025,7,1,15,24.83,6.4,0.0,248.8,90.97,7.5,7,182,15
2025-07-01 16:00:00,2025,7,1,16,24.59,6.42,0.0,247.2,91.89,9.85,7,182,16
2025-07-01 17:00:00,2025,7,1,17,24.4,6.49,0.0,247.5,92.51,18.21,7,182,17
2025-07-01 18:00:00,2025,7,1,18,24.21,6.33,0.0,248.0,93.1,28.56,7,182,18
2025-07-01 19:00:00,2025,7,1,19,24.08,5.91,0.0,246.5,93.48,36.0,7,182,19
2025-07-01 20:00:00,2025,7,1,20,23.95,5.33,0.0,244.2,94.13,48.57,7,182,20
2025-07-01 21:00:00,2025,7,1,21,23.8,4.67,0.0,241.5,95.03,85.4,7,182,21
2025-07-01 22:00:00,2025,7,1,22,23.7,4.36,0.0,241.1,95.57,124.67,7,182,22
2025-07-01 23:00:00,2025,7,1,23,23.64,4.26,0.0,244.3,95.69,121.74,7,182,23
2025-07-02 00:00:00,2025,7,2,0,24.11,4.31,10.48,251.5,94.56,96.57,7,183,0
2025-07-02 01:00:00,2025,7,2,1,24.93,4.71,39.1,261.1,91.93,73.27,7,183,1
2025-07-02 02:00:00,2025,7,2,2,25.86,5.4,77.55,274.2,87.81,77.7,7,183,2
2025-07-02 03:00:00,2025,7,2,3,26.79,6.28,165.73,281.8,83.41,50.2,7,183,3
2025-07-02 04:00:00,2025,7,2,4,27.74,6.95,217.95,281.0,79.36,38.21,7,183,4
2025-07-02 05:00:00,2025,7,2,5,28.51,7.34,239.4,277.8,76.12,29.83,7,183,5
2025-07-02 06:00:00,2025,7,2,6,29.04,7.5,260.08,275.7,74.02,27.41,7,183,6
2025-07-02 07:00:00,2025,7,2,7,29.26,7.35,270.77,274.7,73.29,28.62,7,183,7
2025-07-02 08:00:00,2025,7,2,8,29.21,6.98,209.2,273.2,73.8,32.15,7,183,8
2025-07-02 09:00:00,2025,7,2,9,28.81,6.36,158.27,269.5,76.17,36.86,7,183,9
2025-07-02 10:00:00,2025,7,2,10,28.19,5.47,114.97,264.1,80.2,30.94,7,183,10
2025-07-02 11:00:00,2025,7,2,11,27.48,4.54,60.17,257.0,84.69,20.17,7,183,11
2025-07-02 12:00:00,2025,7,2,12,26.53,3.87,14.32,250.1,89.36,12.87,7,183,12
2025-07-02 13:00:00,2025,7,2,13,25.64,3.88,0.0,250.1,91.8,8.97,7,183,13
2025-07-02 14:00:00,2025,7,2,14,25.23,4.05,0.0,254.1,92.28,7.56,7,183,14
2025-07-02 15:00:00,2025,7,2,15,24.89,3.89,0.0,256.8,92.83,8.5,7,183,15
2025-07-02 16:00:00,2025,7,2,16,24.68,3.96,0.0,257.5,92.9,12.26,7,183,16
2025-07-02 17:00:00,2025,7,2,17,24.51,4.11,0.0,258.6,92.94,22.04,7,183,17
2025-07-02 18:00:00,2025,7,2,18,24.29,3.96,0.0,259.4,93.44,36.24,7,183,18
2025-07-02 19:00:00,2025,7,2,19,24.12,3.83,0.0,259.2,93.8,42.99,7,183,19
2025-07-02 20:00:00,2025,7,2,20,23.97,3.68,0.0,257.0,94.11,32.03,7,183,20
2025-07-02 21:00:00,2025,7,2,21,23.89,3.73,0.0,252.7,94.2,19.48,7,183,21
2025-07-02 22:00:00,2025,7,2,22,23.85,3.92,0.0,248.7,94.29,13.71,7,183,22
2025-07-02 23:00:00,2025,7,2,23,23.79,4.06,0.0,246.3,94.41,11.95,7,183,23
2025-07-03 00:00:00,2025,7,3,0,24.25,4.7,19.83,245.7,93.1,12.23,7,184,0
2025-07-03 01:00:00,2025,7,3,1,25.17,5.75,83.88,245.3,90.22,13.54,7,184,1
2025-07-03 02:00:00,2025,7,3,2,26.18,6.82,162.0,248.9,85.63,13.59,7,184,2
2025-07-03 03:00:00,2025,7,3,3,27.21,7.29,274.0,255.0,81.03,17.1,7,184,3
2025-07-03 04:00:00,2025,7,3,4,28.18,7.31,375.3,260.6,76.91,15.05,7,184,4
2025-07-03 05:00:00,2025,7,3,5,28.89,7.14,464.08,263.5,73.46,9.24,7,184,5
2025-07-03 06:00:00,2025,7,3,6,29.31,6.89,459.12,265.3,71.1,5.87,7,184,6
2025-07-03 07:00:00,2025,7,3,7,29.42,6.53,457.05,267.1,70.2,4.05,7,184,7
2025-07-03 08:00:00,2025,7,3,8,29.28,6.1,292.85,267.5,70.84,3.06,7,184,8
2025-07-03 09:00:00,2025,7,3,9,28.99,5.48,209.23,265.3,72.63,3.04,7,184,9
2025-07-03 10:00:00,2025,7,3,10,28.57,4.69,159.43,259.8,75.63,3.39,7,184,10
2025-07-03 11:00:00,2025,7,3,11,27.99,3.77,80.65,249.5,80.03,4.98,7,184,11
2025-07-03 12:00:00,2025,7,3,12,27.0,2.96,17.08,235.9,86.73,5.55,7,184,12
2025-07-03 13:00:00,2025,7,3,13,26.01,2.95,0.0,228.2,90.78,5.81,7,184,13
2025-07-03 14:00:00,2025,7,3,14,25.73,3.25,0.0,226.9,91.99,5.97,7,184,14
2025-07-03 15:00:00,2025,7,3,15,25.56,3.51,0.0,227.1,92.98,5.15,7,184,15
2025-07-03 16:00:00,2025,7,3,16,25.42,3.83,0.0,228.1,93.83,5.17,7,184,16
2025-07-03 17:00:00,2025,7,3,17,25.32,4.32,0.0,228.9,94.45,6.49,7,184,17
2025-07-03 18:00:00,2025,7,3,18,25.17,4.7,0.0,230.0,95.04,7.47,7,184,18
2025-07-03 19:00:00,2025,7,3,19,24.98,5.0,0.0,233.0,95.05,6.74,7,184,19
2025-07-03 20:00:00,2025,7,3,20,24.8,5.05,0.0,235.5,95.02,7.61,7,184,20
2025-07-03 21:00:00,2025,7,3,21,24.69,5.09,0.0,236.0,94.89,8.69,7,184,21
2025-07-03 22:00:00,2025,7,3,22,24.6,5.21,0.0,235.8,94.71,11.55,7,184,22
2025-07-03 23:00:00,2025,7,3,23,24.54,5.47,0.0,237.4,94.48,13.89,7,184,23
2025-07-04 00:00:00,2025,7,4,0,24.65,5.74,28.62,241.2,93.81,13.02,7,185,0
2025-07-04 01:00:00,2025,7,4,1,25.13,5.87,121.32,247.5,92.17,12.27,7,185,1
2025-07-04 02:00:00,2025,7,4,2,25.86,6.26,223.9,256.1,89.16,12.83,7,185,2
2025-07-04 03:00:00,2025,7,4,3,26.77,6.81,384.83,268.1,83.67,4.11,7,185,3
2025-07-04 04:00:00,2025,7,4,4,27.72,6.94,525.47,273.7,78.6,3.33,7,185,4
2025-07-04 05:00:00,2025,7,4,5,28.56,7.04,541.85,276.7,74.34,2.9,7,185,5
2025-07-04 06:00:00,2025,7,4,6,29.33,6.78,542.47,279.0,70.96,2.44,7,185,6
2025-07-04 07:00:00,2025,7,4,7,29.9,6.39,537.62,280.0,68.78,2.54,7,185,7
2025-07-04 08:00:00,2025,7,4,8,30.08,5.97,487.6,278.7,68.29,2.16,7,185,8
2025-07-04 09:00:00,2025,7,4,9,29.89,5.54,336.52,276.1,69.41,1.97,7,185,9
2025-07-04 10:00:00,2025,7,4,10,29.42,4.85,207.15,272.5,72.34,2.87,7,185,10
2025-07-04 11:00:00,2025,7,4,11,28.62,3.77,105.12,264.7,78.0,4.14,7,185,11
2025-07-04 12:00:00,2025,7,4,12,27.47,2.74,23.6,251.3,85.86,5.54,7,185,12
2025-07-04 13:00:00,2025,7,4,13,26.54,2.79,0.0,243.2,89.08,6.55,7,185,13
2025-07-04 14:00:00,2025,7,4,14,26.19,3.01,0.0,239.0,90.63,8.5,7,185,14
2025-07-04 15:00:00,2025,7,4,15,25.87,3.05,0.0,237.2,92.31,11.4,7,185,15
2025-07-04 16:00:00,2025,7,4,16,25.65,3.02,0.0,237.7,93.59,13.54,7,185,16
2025-07-04 17:00:00,2025,7,4,17,25.51,3.07,0.0,237.2,94.34,15.68,7,185,17
2025-07-04 18:00:00,2025,7,4,18,25.39,3.25,0.0,233.5,94.99,17.45,7,185,18
2025-07-04 19:00:00,2025,7,4,19,25.3,3.5,0.0,228.9,95.54,18.15,7,185,19
2025-07-04 20:00:00,2025,7,4,20,25.3,3.8,0.0,226.6,95.72,15.93,7,185,20
2025-07-04 21:00:00,2025,7,4,21,25.24,4.07,0.0,226.7,95.79,11.96,7,185,21
2025-07-04 22:00:00,2025,7,4,22,25.09,4.29,0.0,231.3,95.67,9.78,7,185,22
2025-07-04 23:00:00,2025,7,4,23,24.91,4.44,0.0,242.3,95.33,10.32,7,185,23
2025-07-05 00:00:00,2025,7,5,0,24.89,4.6,26.38,253.7,94.43,9.19,7,186,0
2025-07-05 01:00:00,2025,7,5,1,25.3,4.88,104.6,262.2,92.35,9.13,7,186,1
2025-07-05 02:00:00,2025,7,5,2,26.02,5.4,209.62,267.8,88.92,7.94,7,186,2
2025-07-05 03:00:00,2025,7,5,3,27.13,6.8,330.0,273.7,82.43,9.61,7,186,3
2025-07-05 04:00:00,2025,7,5,4,28.65,7.53,427.08,275.0,74.97,7.36,7,186,4
2025-07-05 05:00:00,2025,7,5,5,29.77,7.71,522.53,274.0,69.51,5.23,7,186,5
2025-07-05 06:00:00,2025,7,5,6,30.44,7.43,469.7,271.6,66.68,4.4,7,186,6
2025-07-05 07:00:00,2025,7,5,7,30.8,7.13,398.73,269.7,65.7,3.87,7,186,7
2025-07-05 08:00:00,2025,7,5,8,30.84,6.89,294.33,269.5,65.98,3.92,7,186,8
2025-07-05 09:00:00,2025,7,5,9,30.59,6.54,216.8,269.6,67.29,4.61,7,186,9
2025-07-05 10:00:00,2025,7,5,10,30.08,5.94,148.48,268.8,69.95,5.23,7,186,10
2025-07-05 11:00:00,2025,7,5,11,29.25,4.71,98.7,265.4,75.19,6.99,7,186,11
2025-07-05 12:00:00,2025,7,5,12,27.96,3.15,25.4,257.0,83.7,7.78,7,186,12
2025-07-05 13:00:00,2025,7,5,13,26.86,2.69,0.0,247.7,88.37,7.19,7,186,13
2025-07-05 14:00:00,2025,7,5,14,26.51,2.69,0.0,242.1,89.74,6.56,7,186,14
2025-07-05 15:00:00,2025,7,5,15,26.21,2.8,0.0,240.5,90.83,5.67,7,186,15
2025-07-05 16:00:00,2025,7,5,16,25.98,2.99,0.0,242.3,91.69,5.41,7,186,16
2025-07-05 17:00:00,2025,7,5,17,25.79,3.15,0.0,245.4,92.41,5.17,7,186,17
2025-07-05 18:00:00,2025,7,5,18,25.63,3.37,0.0,249.8,92.77,4.9,7,186,18
2025-07-05 19:00:00,2025,7,5,19,25.52,3.74,0.0,253.6,92.48,3.91,7,186,19
2025-07-05 20:00:00,2025,7,5,20,25.38,4.45,0.0,257.2,91.59,4.03,7,186,20
2025-07-05 21:00:00,2025,7,5,21,25.1,4.53,0.0,258.9,91.47,5.9,7,186,21
2025-07-05 22:00:00,2025,7,5,22,24.81,4.51,0.0,259.7,91.76,7.97,7,186,22
2025-07-05 23:00:00,2025,7,5,23,24.57,4.32,0.0,260.0,92.19,8.27,7,186,23
2025-07-06 00:00:00,2025,7,6,0,24.61,4.26,27.85,259.5,92.05,7.62,7,187,0
2025-07-06 01:00:00,2025,7,6,1,25.15,4.58,106.43,258.7,90.45,6.84,7,187,1
2025-07-06 02:00:00,2025,7,6,2,25.82,5.06,168.65,257.6,88.51,7.0,7,187,2
2025-07-06 03:00:00,2025,7,6,3,26.71,5.93,265.62,264.1,84.77,6.73,7,187,3
2025-07-06 04:00:00,2025,7,6,4,27.73,6.62,374.73,270.3,79.94,7.59,7,187,4
2025-07-06 05:00:00,2025,7,6,5,28.66,6.91,403.9,272.8,75.95,8.87,7,187,5
2025-07-06 06:00:00,2025,7,6,6,29.2,6.76,397.35,272.2,74.08,9.55,7,187,6
2025-07-06 07:00:00,2025,7,6,7,29.42,6.42,407.38,270.1,73.86,10.33,7,187,7
2025-07-06 08:00:00,2025,7,6,8,29.42,6.01,403.67,267.3,74.76,11.66,7,187,8
2025-07-06 09:00:00,2025,7,6,9,29.14,5.34,316.23,263.1,77.13,14.29,7,187,9
2025-07-06 10:00:00,2025,7,6,10,28.6,4.55,190.32,257.3,81.02,17.44,7,187,10
2025-07-06 11:00:00,2025,7,6,11,27.91,3.93,99.05,251.5,85.37,16.82,7,187,11
2025-07-06 12:00:00,2025,7,6,12,27.02,3.56,18.52,246.8,89.23,16.28,7,187,12
2025-07-06 13:00:00,2025,7,6,13,26.4,3.7,0.0,244.2,90.89,15.91,7,187,13
2025-07-06 14:00:00,2025,7,6,14,26.09,3.7,0.0,240.0,91.97,13.76,7,187,14
2025-07-06 15:00:00,2025,7,6,15,25.84,3.5,0.0,239.3,92.81,10.62,7,187,15
2025-07-06 16:00:00,2025,7,6,16,25.65,3.3,0.0,239.2,93.36,8.96,7,187,16
2025-07-06 17:00:00,2025,7,6,17,25.49,3.14,0.0,238.3,93.93,8.66,7,187,17
2025-07-06 18:00:00,2025,7,6,18,25.35,3.12,0.0,237.7,94.46,8.35,7,187,18
2025-07-06 19:00:00,2025,7,6,19,25.26,3.07,0.0,237.1,94.71,8.4,7,187,19
2025-07-06 20:00:00,2025,7,6,20,25.16,3.18,0.0,237.3,94.72,8.38,7,187,20
2025-07-06 21:00:00,2025,7,6,21,25.01,3.31,0.0,239.7,94.58,7.57,7,187,21
2025-07-06 22:00:00,2025,7,6,22,24.89,3.61,0.0,245.4,94.0,7.52,7,187,22
2025-07-06 23:00:00,2025,7,6,23,24.77,4.02,0.0,251.3,93.4,7.4,7,187,23
2025-07-07 00:00:00,2025,7,7,0,24.88,4.64,28.95,257.3,92.2,5.31,7,188,0
2025-07-07 01:00:00,2025,7,7,1,25.42,5.22,133.8,261.3,90.41,2.67,7,188,1
2025-07-07 02:00:00,2025,7,7,2,26.18,5.71,252.3,262.9,87.7,1.87,7,188,2
2025-07-07 03:00:00,2025,7,7,3,27.06,7.01,428.55,267.6,81.68,1.31,7,188,3
2025-07-07 04:00:00,2025,7,7,4,27.9,7.73,571.6,269.7,76.18,1.03,7,188,4
2025-07-07 05:00:00,2025,7,7,5,28.55,8.04,694.22,269.4,72.63,0.65,7,188,5
2025-07-07 06:00:00,2025,7,7,6,28.91,8.21,788.58,269.0,70.64,0.49,7,188,6
2025-07-07 07:00:00,2025,7,7,7,28.98,8.28,817.78,269.2,70.05,0.56,7,188,7
2025-07-07 08:00:00,2025,7,7,8,28.76,8.12,673.5,270.0,70.92,0.66,7,188,8
2025-07-07 09:00:00,2025,7,7,9,28.42,7.61,526.92,268.9,72.78,0.94,7,188,9
2025-07-07 10:00:00,2025,7,7,10,27.91,6.96,365.98,265.1,75.5,1.18,7,188,10
2025-07-07 11:00:00,2025,7,7,11,27.2,6.32,173.07,259.7,79.16,1.5,7,188,11
2025-07-07 12:00:00,2025,7,7,12,26.31,6.06,35.88,256.5,82.89,1.53,7,188,12
2025-07-07 13:00:00,2025,7,7,13,25.62,6.19,0.0,256.2,85.27,1.65,7,188,13
2025-07-07 14:00:00,2025,7,7,14,25.35,6.5,0.0,257.2,86.06,1.89,7,188,14
2025-07-07 15:00:00,2025,7,7,15,25.14,6.82,0.0,259.0,86.32,2.23,7,188,15
2025-07-07 16:00:00,2025,7,7,16,24.98,7.17,0.0,260.4,86.19,2.52,7,188,16
2025-07-07 17:00:00,2025,7,7,17,24.87,7.66,0.0,261.4,85.9,2.53,7,188,17
2025-07-07 18:00:00,2025,7,7,18,24.74,8.13,0.0,263.0,85.5,1.65,7,188,18
2025-07-07 19:00:00,2025,7,7,19,24.58,8.36,0.0,264.7,84.85,0.96,7,188,19
2025-07-07 20:00:00,2025,7,7,20,24.42,8.23,0.0,265.6,84.58,0.7,7,188,20
2025-07-07 21:00:00,2025,7,7,21,24.22,7.29,0.0,263.9,85.75,0.49,7,188,21
2025-07-07 22:00:00,2025,7,7,22,24.03,6.49,0.0,260.6,87.82,0.24,7,188,22
2025-07-07 23:00:00,2025,7,7,23,23.92,6.03,0.0,258.4,89.5,0.21,7,188,23
2025-07-08 00:00:00,2025,7,8,0,24.29,6.02,43.0,257.1,89.31,0.26,7,189,0
2025-07-08 01:00:00,2025,7,8,1,25.52,6.7,197.43,256.4,85.63,0.51,7,189,1
2025-07-08 02:00:00,2025,7,8,2,26.93,7.83,384.85,261.0,79.65,1.51,7,189,2
2025-07-08 03:00:00,2025,7,8,3,28.29,8.82,565.3,268.8,72.97,0.03,7,189,3
2025-07-08 04:00:00,2025,7,8,4,29.41,9.3,745.15,274.5,67.93,0.02,7,189,4
2025-07-08 05:00:00,2025,7,8,5,30.27,9.38,804.2,279.1,64.73,0.02,7,189,5
2025-07-08 06:00:00,2025,7,8,6,30.78,9.24,724.88,282.2,63.19,0.01,7,189,6
2025-07-08 07:00:00,2025,7,8,7,30.99,8.91,676.17,283.5,62.54,0.01,7,189,7
2025-07-08 08:00:00,2025,7,8,8,31.02,8.47,544.92,283.3,62.51,0.01,7,189,8
2025-07-08 09:00:00,2025,7,8,9,30.76,8.01,491.98,282.3,63.36,0.01,7,189,9
2025-07-08 10:00:00,2025,7,8,10,30.15,7.36,409.02,280.3,65.48,0.02,7,189,10
2025-07-08 11:00:00,2025,7,8,11,29.14,6.28,208.25,276.9,69.8,0.02,7,189,11
2025-07-08 12:00:00,2025,7,8,12,27.53,4.92,46.45,272.0,77.04,0.02,7,189,12
2025-07-08 13:00:00,2025,7,8,13,26.13,4.38,0.0,268.4,81.97,0.02,7,189,13
2025-07-08 14:00:00,2025,7,8,14,25.5,4.38,0.0,266.5,84.24,0.03,7,189,14
2025-07-08 15:00:00,2025,7,8,15,25.09,4.48,0.0,263.5,85.65,0.05,7,189,15
2025-07-08 16:00:00,2025,7,8,16,24.81,4.69,0.0,261.5,86.59,0.12,7,189,16
2025-07-08 17:00:00,2025,7,8,17,24.63,5.18,0.0,261.6,86.93,0.18,7,189,17
2025-07-08 18:00:00,2025,7,8,18,24.48,5.81,0.0,263.9,86.91,0.16,7,189,18
2025-07-08 19:00:00,2025,7,8,19,24.33,6.31,0.0,268.3,86.64,0.17,7,189,19
2025-07-08 20:00:00,2025,7,8,20,24.09,6.38,0.0,271.5,86.65,0.19,7,189,20
2025-07-08 21:00:00,2025,7,8,21,23.88,6.15,0.0,271.3,86.75,0.2,7,189,21
2025-07-08 22:00:00,2025,7,8,22,23.75,5.82,0.0,268.4,87.27,0.23,7,189,22
2025-07-08 23:00:00,2025,7,8,23,23.79,5.61,0.0,264.5,87.81,0.31,7,189,23
2025-07-09 00:00:00,2025,7,9,0,24.11,5.81,41.55,259.9,87.64,0.47,7,190,0
2025-07-09 01:00:00,2025,7,9,1,24.83,6.22,198.5,256.9,85.89,0.74,7,190,1
2025-07-09 02:00:00,2025,7,9,2,25.74,6.87,387.83,257.5,82.27,1.08,7,190,2
2025-07-09 03:00:00,2025,7,9,3,26.74,7.49,575.9,262.1,77.95,2.84,7,190,3
2025-07-09 04:00:00,2025,7,9,4,27.53,7.9,772.25,266.5,73.84,2.93,7,190,4
2025-07-09 05:00:00,2025,7,9,5,27.88,8.05,797.8,269.4,71.6,3.11,7,190,5
2025-07-09 06:00:00,2025,7,9,6,28.01,7.97,797.88,270.5,71.36,3.19,7,190,6
2025-07-09 07:00:00,2025,7,9,7,28.08,7.83,831.33,271.2,71.87,3.36,7,190,7
2025-07-09 08:00:00,2025,7,9,8,28.1,7.56,724.92,271.6,72.63,3.41,7,190,8
2025-07-09 09:00:00,2025,7,9,9,28.02,7.1,562.17,271.4,73.62,3.9,7,190,9
